1.159748287080219953e+01,4.443506919475010086e+00,6.101917807341079580e-01,-2.524927980051269838e+00,-9.163065560242380059e+00,6.645643473193850070e+00,1.158783602864069984e+01,4.443684144380010359e+00,6.095753165753280411e-01,-2.522291367616960045e+00,-9.159835406364509325e+00,6.634259974693380357e+00
6.331695000882969993e+00,6.797214175435669636e-01,7.178385607925480416e-01,3.709248707302250203e+00,2.997817483790079951e+00,4.164723993911909616e+00,6.325301355510149826e+00,6.797113145466679995e-01,7.171230380827250395e-01,3.707847805969230137e+00,2.996623345769270141e+00,4.157108419247480313e+00
1.431276460967290021e+01,2.911344490106730021e+00,-2.863637229384219940e-01,-1.336757551900429952e+01,3.133428493150229865e+00,-4.042867966424090298e+00,1.430233950658760023e+01,2.911345341471020198e+00,-2.860449954036469733e-01,-1.335909451216920019e+01,3.131428503126659990e+00,-4.035550111996149880e+00
1.167545077479980087e+01,2.519977712462460051e+00,-5.221791874937109501e-01,-8.226548136609100226e+00,5.893086480071070277e+00,-5.823365718313530337e+00,1.166530719712329933e+01,2.519981477478039800e+00,-5.216509039266189474e-01,-8.221920721019460032e+00,5.889724790982329594e+00,-5.812964265073079950e+00
1.485594889262310048e+01,2.255693805847290179e+00,3.684217535489949791e-01,-8.767158359329899397e+00,1.073362565429209958e+01,5.350274022532420126e+00,1.484191770217199924e+01,2.255762412828440144e+00,3.679726088965070141e-01,-8.761131573625670299e+00,1.072474516002029965e+01,5.339001393546100260e+00
1.074021901069279927e+01,1.403382827423300006e+00,1.053259890966989909e+00,8.854227441386729458e-01,5.239334061858690106e+00,9.333686814440250501e+00,1.072861124439869940e+01,1.403522831458970055e+00,1.052284733697659957e+00,8.852464007663990442e-01,5.242757878378119685e+00,9.318418743116890113e+00
1.274145793395780046e+01,2.190593119446650139e+00,-2.551141642876469939e-01,-7.161586387268849663e+00,1.003582335565659989e+01,-3.215381824070210115e+00,1.273019666194050004e+01,2.190623719469329878e+00,-2.548671012188279961e-01,-7.156024427763390428e+00,1.002738019553919990e+01,-3.209496511143389963e+00
7.145573097961420039e+00,1.443625231595329961e+00,-3.156884466297260050e-01,8.614780619372089943e-01,6.737607824552480196e+00,-2.218493013205160125e+00,7.140867599882629868e+00,1.443616874876920031e+00,-3.154353553158449897e-01,8.610381712227239692e-01,6.733720149016489742e+00,-2.215314041277280044e+00
1.332986824932300074e+01,2.927332970321729899e+00,1.365536804079380051e+00,-2.654785619523199802e+00,5.776806010804179659e-01,1.305004927124100078e+01,1.331536595986569971e+01,2.927608240404139917e+00,1.364094586556640065e+00,-2.670425055266139935e+00,5.803138896938550007e-01,1.303192374359159977e+01
4.963879365403159660e+00,4.096313494440270375e+00,8.861004881794419807e-01,-1.814027412048639931e+00,-2.562182628827450070e+00,3.845077772834540220e+00,4.955832471175949827e+00,4.096314509217250155e+00,8.851996666106449752e-01,-1.813081601794130027e+00,-2.560852250532720031e+00,3.836019595692790052e+00
